x, y, z, Ex, Ey, Ez, Phi
-2.200, 5.000, -4.200, -0.00672, 0.01528, -0.01284, 0.14513
-2.200, 5.000, -3.800, -0.00747, 0.01697, -0.01290, 0.15028
-2.200, 5.000, -3.400, -0.00826, 0.01877, -0.01276, 0.15542
-2.200, 5.000, -3.000, -0.00909, 0.02066, -0.01239, 0.16046
-2.200, 5.000, -2.600, -0.00994, 0.02258, -0.01174, 0.16529
-2.200, 5.000, -2.200, -0.01077, 0.02448, -0.01077, 0.16981
-2.200, 5.000, -1.800, -0.01156, 0.02628, -0.00946, 0.17387
-2.200, 5.000, -1.400, -0.01227, 0.02788, -0.00781, 0.17733
-2.200, 5.000, -1.000, -0.01285, 0.02919, -0.00584, 0.18007
-2.200, 5.000, -0.600, -0.01326, 0.03013, -0.00362, 0.18197
-2.200, 5.000, -0.200, -0.01347, 0.03061, -0.00122, 0.18294
-2.200, 5.000, 0.200, -0.01347, 0.03061, 0.00122, 0.18294
-2.200, 5.000, 0.600, -0.01326, 0.03013, 0.00362, 0.18197
-2.200, 5.000, 1.000, -0.01285, 0.02919, 0.00584, 0.18007
-2.200, 5.000, 1.400, -0.01227, 0.02788, 0.00781, 0.17733
-2.200, 5.000, 1.800, -0.01156, 0.02628, 0.00946, 0.17387
-2.200, 5.000, 2.200, -0.01077, 0.02448, 0.01077, 0.16981
-2.200, 5.000, 2.600, -0.00994, 0.02258, 0.01174, 0.16529
-2.200, 5.000, 3.000, -0.00909, 0.02066, 0.01239, 0.16046
-2.200, 5.000, 3.400, -0.00826, 0.01877, 0.01276, 0.15542
-2.200, 5.000, 3.800, -0.00747, 0.01697, 0.01290, 0.15028
-2.200, 5.000, 4.200, -0.00672, 0.01528, 0.01284, 0.14513
-2.200, 5.000, 4.600, -0.00604, 0.01373, 0.01263, 0.14003
-2.200, 5.000, 5.000, -0.00542, 0.01231, 0.01231, 0.13504
-1.800, -5.000, -5.000, -0.00463, -0.01287, -0.01287, 0.13705
-1.800, -5.000, -4.600, -0.00518, -0.01440, -0.01325, 0.14228
-1.800, -5.000, -4.200, -0.00579, -0.01609, -0.01351, 0.14763
-1.800, -5.000, -3.800, -0.00646, -0.01793, -0.01363, 0.15307
-1.800, -5.000, -3.400, -0.00717, -0.01991, -0.01354, 0.15851
-1.800, -5.000, -3.000, -0.00792, -0.02200, -0.01320, 0.16387
-1.800, -5.000, -2.600, -0.00869, -0.02415, -0.01256, 0.16903
-1.800, -5.000, -2.200, -0.00946, -0.02628, -0.01156, 0.17387
-1.800, -5.000, -1.800, -0.01019, -0.02831, -0.01019, 0.17823
-1.800, -5.000, -1.400, -0.01085, -0.03013, -0.00844, 0.18197
-1.800, -5.000, -1.000, -0.01138, -0.03162, -0.00632, 0.18493
-1.800, -5.000, -0.600, -0.01177, -0.03269, -0.00392, 0.18699
-1.800, -5.000, -0.200, -0.01197, -0.03325, -0.00133, 0.18804
-1.800, -5.000, 0.200, -0.01197, -0.03325, 0.00133, 0.18804
-1.800, -5.000, 0.600, -0.01177, -0.03269, 0.00392, 0.18699
-1.800, -5.000, 1.000, -0.01138, -0.03162, 0.00632, 0.18493
-1.800, -5.000, 1.400, -0.01085, -0.03013, 0.00844, 0.18197
-1.800, -5.000, 1.800, -0.01019, -0.02831, 0.01019, 0.17823
-1.800, -5.000, 2.200, -0.00946, -0.02628, 0.01156, 0.17387
-1.800, -5.000, 2.600, -0.00869, -0.02415, 0.01256, 0.16903
-1.800, -5.000, 3.000, -0.00792, -0.02200, 0.01320, 0.16387
-1.800, -5.000, 3.400, -0.00717, -0.01991, 0.01354, 0.15851
-1.800, -5.000, 3.800, -0.00646, -0.01793, 0.01363, 0.15307
-1.800, -5.000, 4.200, -0.00579, -0.01609, 0.01351, 0.14763
-1.800, -5.000, 4.600, -0.00518, -0.01440, 0.01325, 0.14228
-1.800, -5.000, 5.000, -0.00463, -0.01287, 0.01287, 0.13705
-1.800, -4.600, -5.000, -0.00518, -0.01325, -0.01440, 0.14228
-1.800, -4.600, -4.600, -0.00585, -0.01496, -0.01496, 0.14815
-1.800, -4.600, -4.200, -0.00660, -0.01688, -0.01541, 0.15423
-1.800, -4.600, -3.800, -0.00744, -0.01900, -0.01570, 0.16046
-1.800, -4.600, -3.400, -0.00835, -0.02133, -0.01577, 0.16676
-1.800, -4.600, -3.000, -0.00933, -0.02383, -0.01554, 0.17303
-1.800, -4.600, -2.600, -0.01035, -0.02645, -0.01495, 0.17914
-1.800, -4.600, -2.200, -0.01138, -0.02909, -0.01391, 0.18493
-1.800, -4.600, -1.800, -0.01239, -0.03166, -0.01239, 0.19021
-1.800, -4.600, -1.400, -0.01330, -0.03399, -0.01034, 0.19477
-1.800, -4.600, -1.000, -0.01406, -0.03593, -0.00781, 0.19842
-1.800, -4.600, -0.600, -0.01461, -0.03734, -0.00487, 0.20097
-1.800, -4.600, -0.200, -0.01490, -0.03807, -0.00166, 0.20228
-1.800, -4.600, 0.200, -0.01490, -0.03807, 0.00166, 0.20228
-1.800, -4.600, 0.600, -0.01461, -0.03734, 0.00487, 0.20097
-1.800, -4.600, 1.000, -0.01406, -0.03593, 0.00781, 0.19842
-1.800, -4.600, 1.400, -0.01330, -0.03399, 0.01034, 0.19477
-1.800, -4.600, 1.800, -0.01239, -0.03166, 0.01239, 0.19021
-1.800, -4.600, 2.200, -0.01138, -0.02909, 0.01391, 0.18493
-1.800, -4.600, 2.600, -0.01035, -0.02645, 0.01495, 0.17914
-1.800, -4.600, 3.000, -0.00933, -0.02383, 0.01554, 0.17303
-1.800, -4.600, 3.400, -0.00835, -0.02133, 0.01577, 0.16676
-1.800, -4.600, 3.800, -0.00744, -0.01900, 0.01570, 0.16046
-1.800, -4.600, 4.200, -0.00660, -0.01688, 0.01541, 0.15423
-1.800, -4.600, 4.600, -0.00585, -0.01496, 0.01496, 0.14815
-1.800, -4.600, 5.000, -0.00518, -0.01325, 0.01440, 0.14228
-1.800, -4.200, -5.000, -0.00579, -0.01351, -0.01609, 0.14763
-1.800, -4.200, -4.600, -0.00660, -0.01541, -0.01688, 0.15423
-1.800, -4.200, -4.200, -0.00753, -0.01757, -0.01757, 0.16112
-1.800, -4.200, -3.800, -0.00858, -0.02001, -0.01810, 0.16826
-1.800, -4.200, -3.400, -0.00974, -0.02273, -0.01840, 0.17557
-1.800, -4.200, -3.000, -0.01102, -0.02571, -0.01837, 0.18294
-1.800, -4.200, -2.600, -0.01239, -0.02890, -0.01789, 0.19021
-1.800, -4.200, -2.200, -0.01380, -0.03220, -0.01687, 0.19718
-1.800, -4.200, -1.800, -0.01520, -0.03546, -0.01520, 0.20362
-1.800, -4.200, -1.400, -0.01649, -0.03848, -0.01283, 0.20924
-1.800, -4.200, -1.000, -0.01759, -0.04104, -0.00977, 0.21378
-1.800, -4.200, -0.600, -0.01839, -0.04291, -0.00613, 0.21698
-1.800, -4.200, -0.200, -0.01881, -0.04389, -0.00209, 0.21863
-1.800, -4.200, 0.200, -0.01881, -0.04389, 0.00209, 0.21863
-1.800, -4.200, 0.600, -0.01839, -0.04291, 0.00613, 0.21698
-1.800, -4.200, 1.000, -0.01759, -0.04104, 0.00977, 0.21378
-1.800, -4.200, 1.400, -0.01649, -0.03848, 0.01283, 0.20924
-1.800, -4.200, 1.800, -0.01520, -0.03546, 0.01520, 0.20362
-1.800, -4.200, 2.200, -0.01380, -0.03220, 0.01687, 0.19718
-1.800, -4.200, 2.600, -0.01239, -0.02890, 0.01789, 0.19021
-1.800, -4.200, 3.000, -0.01102, -0.02571, 0.01837, 0.18294
-1.800, -4.200, 3.400, -0.00974, -0.02273, 0.01840, 0.17557
-1.800, -4.200, 3.800, -0.00858, -0.02001, 0.01810, 0.16826
-1.800, -4.200, 4.200, -0.00753, -0.01757, 0.01757, 0.16112
-1.800, -4.200, 4.600, -0.00660, -0.01541, 0.01688, 0.15423
-1.800, -4.200, 5.000, -0.00579, -0.01351, 0.01609, 0.14763
-1.800, -3.800, -5.000, -0.00646, -0.01363, -0.01793, 0.15307
-1.800, -3.800, -4.600, -0.00744, -0.01570, -0.01900, 0.16046
-1.800, -3.800, -4.200, -0.00858, -0.01810, -0.02001, 0.16826
-1.800, -3.800, -3.800, -0.00989, -0.02087, -0.02087, 0.17645
-1.800, -3.800, -3.400, -0.01138, -0.02403, -0.02150, 0.18493
-1.800, -3.800, -3.000, -0.01306, -0.02757, -0.02177, 0.19360
-1.800, -3.800, -2.600, -0.01490, -0.03145, -0.02152, 0.20228
-1.800, -3.800, -2.200, -0.01684, -0.03556, -0.02059, 0.21072
-1.800, -3.800, -1.800, -0.01881, -0.03971, -0.01881, 0.21863
-1.800, -3.800, -1.400, -0.02068, -0.04366, -0.01608, 0.22565
-1.800, -3.800, -1.000, -0.02229, -0.04707, -0.01239, 0.23137
-1.800, -3.800, -0.600, -0.02349, -0.04959, -0.00783, 0.23544
-1.800, -3.800, -0.200, -0.02413, -0.05094, -0.00268, 0.23756
-1.800, -3.800, 0.200, -0.02413, -0.05094, 0.00268, 0.23756
-1.800, -3.800, 0.600, -0.02349, -0.04959, 0.00783, 0.23544
-1.800, -3.800, 1.000, -0.02229, -0.04707, 0.01239, 0.23137
-1.800, -3.800, 1.400, -0.02068, -0.04366, 0.01608, 0.22565
-1.800, -3.800, 1.800, -0.01881, -0.03971, 0.01881, 0.21863
-1.800, -3.800, 2.200, -0.01684, -0.03556, 0.02059, 0.21072
-1.800, -3.800, 2.600, -0.01490, -0.03145, 0.02152, 0.20228
-1.800, -3.800, 3.000, -0.01306, -0.02757, 0.02177, 0.19360
-1.800, -3.800, 3.400, -0.01138, -0.02403, 0.02150, 0.18493
-1.800, -3.800, 3.800, -0.00989, -0.02087, 0.02087, 0.17645
-1.800, -3.800, 4.200, -0.00858, -0.01810, 0.02001, 0.16826
-1.800, -3.800, 4.600, -0.00744, -0.01570, 0.01900, 0.16046
-1.800, -3.800, 5.000, -0.00646, -0.01363, 0.01793, 0.15307
-1.800, -3.400, -5.000, -0.00717, -0.01354, -0.01991, 0.15851
-1.800, -3.400, -4.600, -0.00835, -0.01577, -0.02133, 0.16676
-1.800, -3.400, -4.200, -0.00974, -0.01840, -0.02273, 0.17557
-1.800, -3.400, -3.800, -0.01138, -0.02150, -0.02403, 0.18493
-1.800, -3.400, -3.400, -0.01330, -0.02512, -0.02512, 0.19477
-1.800, -3.400, -3.000, -0.01550, -0.02928, -0.02584, 0.20498
-1.800, -3.400, -2.600, -0.01798, -0.03396, -0.02597, 0.21537
-1.800, -3.400, -2.200, -0.02068, -0.03906, -0.02528, 0.22565
-1.800, -3.400, -1.800, -0.02349, -0.04437, -0.02349, 0.23544
-1.800, -3.400, -1.400, -0.02623, -0.04955, -0.02040, 0.24427
-1.800, -3.400, -1.000, -0.02866, -0.05414, -0.01592, 0.25158
-1.800, -3.400, -0.600, -0.03049, -0.05760, -0.01016, 0.25683
-1.800, -3.400, -0.200, -0.03149, -0.05947, -0.00350, 0.25959
-1.800, -3.400, 0.200, -0.03149, -0.05947, 0.00350, 0.25959
-1.800, -3.400, 0.600, -0.03049, -0.05760, 0.01016, 0.25683
-1.800, -3.400, 1.000, -0.02866, -0.05414, 0.01592, 0.25158
-1.800, -3.400, 1.400, -0.02623, -0.04955, 0.02040, 0.24427
-1.800, -3.400, 1.800, -0.02349, -0.04437, 0.02349, 0.23544
-1.800, -3.400, 2.200, -0.02068, -0.03906, 0.02528, 0.22565
-1.800, -3.400, 2.600, -0.01798, -0.03396, 0.02597, 0.21537
-1.800, -3.400, 3.000, -0.01550, -0.02928, 0.02584, 0.20498
-1.800, -3.400, 3.400, -0.01330, -0.02512, 0.02512, 0.19477
-1.800, -3.400, 3.800, -0.01138, -0.02150, 0.02403, 0.18493
-1.800, -3.400, 4.200, -0.00974, -0.01840, 0.02273, 0.17557
-1.800, -3.400, 4.600, -0.00835, -0.01577, 0.02133, 0.16676
-1.800, -3.400, 5.000, -0.00717, -0.01354, 0.01991, 0.15851
-1.800, -3.000, -5.000, -0.00792, -0.01320, -0.02200, 0.16387
-1.800, -3.000, -4.600, -0.00933, -0.01554, -0.02383, 0.17303
-1.800, -3.000, -4.200, -0.01102, -0.01837, -0.02571, 0.18294
-1.800, -3.000, -3.800, -0.01306, -0.02177, -0.02757, 0.19360
-1.800, -3.000, -3.400, -0.01550, -0.02584, -0.02928, 0.20498
-1.800, -3.000, -3.000, -0.01839, -0.03065, -0.03065, 0.21698
-1.800, -3.000, -2.600, -0.02173, -0.03622, -0.03139, 0.22942
-1.800, -3.000, -2.200, -0.02550, -0.04250, -0.03117, 0.24197
-1.800, -3.000, -1.800, -0.02955, -0.04926, -0.02955, 0.25416
-1.800, -3.000, -1.400, -0.03364, -0.05606, -0.02616, 0.26537
-1.800, -3.000, -1.000, -0.03736, -0.06227, -0.02076, 0.27482
-1.800, -3.000, -0.600, -0.04025, -0.06708, -0.01342, 0.28172
-1.800, -3.000, -0.200, -0.04183, -0.06971, -0.00465, 0.28537
-1.800, -3.000, 0.200, -0.04183, -0.06971, 0.00465, 0.28537
-1.800, -3.000, 0.600, -0.04025, -0.06708, 0.01342, 0.28172
-1.800, -3.000, 1.000, -0.03736, -0.06227, 0.02076, 0.27482
-1.800, -3.000, 1.400, -0.03364, -0.05606, 0.02616, 0.26537
-1.800, -3.000, 1.800, -0.02955, -0.04926, 0.02955, 0.25416
-1.800, -3.000, 2.200, -0.02550, -0.04250, 0.03117, 0.24197
-1.800, -3.000, 2.600, -0.02173, -0.03622, 0.03139, 0.22942
-1.800, -3.000, 3.000, -0.01839, -0.03065, 0.03065, 0.21698
-1.800, -3.000, 3.400, -0.01550, -0.02584, 0.02928, 0.20498
-1.800, -3.000, 3.800, -0.01306, -0.02177, 0.02757, 0.19360
-1.800, -3.000, 4.200, -0.01102, -0.01837, 0.02571, 0.18294
-1.800, -3.000, 4.600, -0.00933, -0.01554, 0.02383, 0.17303
-1.800, -3.000, 5.000, -0.00792, -0.01320, 0.02200, 0.16387
-1.800, -2.600, -5.000, -0.00869, -0.01256, -0.02415, 0.16903
-1.800, -2.600, -4.600, -0.01035, -0.01495, -0.02645, 0.17914
-1.800, -2.600, -4.200, -0.01239, -0.01789, -0.02890, 0.19021
-1.800, -2.600, -3.800, -0.01490, -0.02152, -0.03145, 0.20228
-1.800, -2.600, -3.400, -0.01798, -0.02597, -0.03396, 0.21537
-1.800, -2.600, -3.000, -0.02173, -0.03139, -0.03622, 0.22942
-1.800, -2.600, -2.600, -0.02623, -0.03789, -0.03789, 0.24427
-1.800, -2.600, -2.200, -0.03149, -0.04548, -0.03848, 0.25959
-1.800, -2.600, -1.800, -0.03736, -0.05397, -0.03736, 0.27482
-1.800, -2.600, -1.400, -0.04352, -0.06286, -0.03385, 0.28916
-1.800, -2.600, -1.000, -0.04934, -0.07127, -0.02741, 0.30151
-1.800, -2.600, -0.600, -0.05398, -0.07797, -0.01799, 0.31068
-1.800, -2.600, -0.200, -0.05658, -0.08173, -0.00629, 0.31560
-1.800, -2.600, 0.200, -0.05658, -0.08173, 0.00629, 0.31560
-1.800, -2.600, 0.600, -0.05398, -0.07797, 0.01799, 0.31068
-1.800, -2.600, 1.000, -0.04934, -0.07127, 0.02741, 0.30151
-1.800, -2.600, 1.400, -0.04352, -0.06286, 0.03385, 0.28916
-1.800, -2.600, 1.800, -0.03736, -0.05397, 0.03736, 0.27482
-1.800, -2.600, 2.200, -0.03149, -0.04548, 0.03848, 0.25959
-1.800, -2.600, 2.600, -0.02623, -0.03789, 0.03789, 0.24427
-1.800, -2.600, 3.000, -0.02173, -0.03139, 0.03622, 0.22942
-1.800, -2.600, 3.400, -0.01798, -0.02597, 0.03396, 0.21537
-1.800, -2.600, 3.800, -0.01490, -0.02152, 0.03145, 0.20228
-1.800, -2.600, 4.200, -0.01239, -0.01789, 0.02890, 0.19021
-1.800, -2.600, 4.600, -0.01035, -0.01495, 0.02645, 0.17914
-1.800, -2.600, 5.000, -0.00869, -0.01256, 0.02415, 0.16903
-1.800, -2.200, -5.000, -0.00946, -0.01156, -0.02628, 0.17387
-1.800, -2.200, -4.600, -0.01138, -0.01391, -0.02909, 0.18493
-1.800, -2.200, -4.200, -0.01380, -0.01687, -0.03220, 0.19718
-1.800, -2.200, -3.800, -0.01684, -0.02059, -0.03556, 0.21072
-1.800, -2.200, -3.400, -0.02068, -0.02528, -0.03906, 0.22565
-1.800, -2.200, -3.000, -0.02550, -0.03117, -0.04250, 0.24197
-1.800, -2.200, -2.600, -0.03149, -0.03848, -0.04548, 0.25959
-1.800, -2.200, -2.200, -0.03876, -0.04737, -0.04737, 0.27821
-1.800, -2.200, -1.800, -0.04726, -0.05776, -0.04726, 0.29722
-1.800, -2.200, -1.400, -0.05658, -0.06915, -0.04401, 0.31560
-1.800, -2.200, -1.000, -0.06579, -0.08041, -0.03655, 0.33186
-1.800, -2.200, -0.600, -0.07341, -0.08972, -0.02447, 0.34421
-1.800, -2.200, -0.200, -0.07779, -0.09508, -0.00864, 0.35093
-1.800, -2.200, 0.200, -0.07779, -0.09508, 0.00864, 0.35093
-1.800, -2.200, 0.600, -0.07341, -0.08972, 0.02447, 0.34421
-1.800, -2.200, 1.000, -0.06579, -0.08041, 0.03655, 0.33186
-1.800, -2.200, 1.400, -0.05658, -0.06915, 0.04401, 0.31560
-1.800, -2.200, 1.800, -0.04726, -0.05776, 0.04726, 0.29722
-1.800, -2.200, 2.200, -0.03876, -0.04737, 0.04737, 0.27821
-1.800, -2.200, 2.600, -0.03149, -0.03848, 0.04548, 0.25959
-1.800, -2.200, 3.000, -0.02550, -0.03117, 0.04250, 0.24197
-1.800, -2.200, 3.400, -0.02068, -0.02528, 0.03906, 0.22565
-1.800, -2.200, 3.800, -0.01684, -0.02059, 0.03556, 0.21072
-1.800, -2.200, 4.200, -0.01380, -0.01687, 0.03220, 0.19718
-1.800, -2.200, 4.600, -0.01138, -0.01391, 0.02909, 0.18493
-1.800, -2.200, 5.000, -0.00946, -0.01156, 0.02628, 0.17387
-1.800, -1.800, -5.000, -0.01019, -0.01019, -0.02831, 0.17823
-1.800, -1.800, -4.600, -0.01239, -0.01239, -0.03166, 0.19021
-1.800, -1.800, -4.200, -0.01520, -0.01520, -0.03546, 0.20362
-1.800, -1.800, -3.800, -0.01881, -0.01881, -0.03971, 0.21863
-1.800, -1.800, -3.400, -0.02349, -0.02349, -0.04437, 0.23544
-1.800, -1.800, -3.000, -0.02955, -0.02955, -0.04926, 0.25416
-1.800, -1.800, -2.600, -0.03736, -0.03736, -0.05397, 0.27482
-1.800, -1.800, -2.200, -0.04726, -0.04726, -0.05776, 0.29722
-1.800, -1.800, -1.800, -0.05940, -0.05940, -0.05940, 0.32075
-1.800, -1.800, -1.400, -0.07341, -0.07341, -0.05710, 0.34421
-1.800, -1.800, -1.000, -0.08799, -0.08799, -0.04888, 0.36564
-1.800, -1.800, -0.600, -0.10062, -0.10062, -0.03354, 0.38236
-1.800, -1.800, -0.200, -0.10812, -0.10812, -0.01201, 0.39163
-1.800, -1.800, 0.200, -0.10812, -0.10812, 0.01201, 0.39163
-1.800, -1.800, 0.600, -0.10062, -0.10062, 0.03354, 0.38236
-1.800, -1.800, 1.000, -0.08799, -0.08799, 0.04888, 0.36564
-1.800, -1.800, 1.400, -0.07341, -0.07341, 0.05710, 0.34421
-1.800, -1.800, 1.800, -0.05940, -0.05940, 0.05940, 0.32075
-1.800, -1.800, 2.200, -0.04726, -0.04726, 0.05776, 0.29722
-1.800, -1.800, 2.600, -0.03736, -0.03736, 0.05397, 0.27482
-1.800, -1.800, 3.000, -0.02955, -0.02955, 0.04926, 0.25416
-1.800, -1.800, 3.400, -0.02349, -0.02349, 0.04437, 0.23544
-1.800, -1.800, 3.800, -0.01881, -0.01881, 0.03971, 0.21863
-1.800, -1.800, 4.200, -0.01520, -0.01520, 0.03546, 0.20362
-1.800, -1.800, 4.600, -0.01239, -0.01239, 0.03166, 0.19021
-1.800, -1.800, 5.000, -0.01019, -0.01019, 0.02831, 0.17823
-1.800, -1.400, -5.000, -0.01085, -0.00844, -0.03013, 0.18197
-1.800, -1.400, -4.600, -0.01330, -0.01034, -0.03399, 0.19477
-1.800, -1.400, -4.200, -0.01649, -0.01283, -0.03848, 0.20924
-1.800, -1.400, -3.800, -0.02068, -0.01608, -0.04366, 0.22565
-1.800, -1.400, -3.400, -0.02623, -0.02040, -0.04955, 0.24427
-1.800, -1.400, -3.000, -0.03364, -0.02616, -0.05606, 0.26537
-1.800, -1.400, -2.600, -0.04352, -0.03385, -0.06286, 0.28916
-1.800, -1.400, -2.200, -0.05658, -0.04401, -0.06915, 0.31560
-1.800, -1.400, -1.800, -0.07341, -0.05710, -0.07341, 0.34421
-1.800, -1.400, -1.400, -0.09395, -0.07307, -0.07307, 0.37372
-1.800, -1.400, -1.000, -0.11660, -0.09069, -0.06478, 0.40161
-1.800, -1.400, -0.600, -0.13730, -0.10679, -0.04577, 0.42409
-1.800, -1.400, -0.200, -0.15006, -0.11672, -0.01667, 0.43685
-1.800, -1.400, 0.200, -0.15006, -0.11672, 0.01667, 0.43685
-1.800, -1.400, 0.600, -0.13730, -0.10679, 0.04577, 0.42409
-1.800, -1.400, 1.000, -0.11660, -0.09069, 0.06478, 0.40161
-1.800, -1.400, 1.400, -0.09395, -0.07307, 0.07307, 0.37372
-1.800, -1.400, 1.800, -0.07341, -0.05710, 0.07341, 0.34421
-1.800, -1.400, 2.200, -0.05658, -0.04401, 0.06915, 0.31560
-1.800, -1.400, 2.600, -0.04352, -0.03385, 0.06286, 0.28916
-1.800, -1.400, 3.000, -0.03364, -0.02616, 0.05606, 0.26537
-1.800, -1.400, 3.400, -0.02623, -0.02040, 0.04955, 0.24427
-1.800, -1.400, 3.800, -0.02068, -0.01608, 0.04366, 0.22565
-1.800, -1.400, 4.200, -0.01649, -0.01283, 0.03848, 0.20924
-1.800, -1.400, 4.600, -0.01330, -0.01034, 0.03399, 0.19477
-1.800, -1.400, 5.000, -0.01085, -0.00844, 0.03013, 0.18197
-1.800, -1.000, -5.000, -0.01138, -0.00632, -0.03162, 0.18493
-1.800, -1.000, -4.600, -0.01406, -0.00781, -0.03593, 0.19842
-1.800, -1.000, -4.200, -0.01759, -0.00977, -0.04104, 0.21378
-1.800, -1.000, -3.800, -0.02229, -0.01239, -0.04707, 0.23137
-1.800, -1.000, -3.400, -0.02866, -0.01592, -0.05414, 0.25158
-1.800, -1.000, -3.000, -0.03736, -0.02076, -0.06227, 0.27482
-1.800, -1.000, -2.600, -0.04934, -0.02741, -0.07127, 0.30151
-1.800, -1.000, -2.200, -0.06579, -0.03655, -0.08041, 0.33186
-1.800, -1.000, -1.800, -0.08799, -0.04888, -0.08799, 0.36564
-1.800, -1.000, -1.400, -0.11660, -0.06478, -0.09069, 0.40161
-1.800, -1.000, -1.000, -0.15006, -0.08337, -0.08337, 0.43685
-1.800, -1.000, -0.600, -0.18245, -0.10136, -0.06082, 0.46625
-1.800, -1.000, -0.200, -0.20329, -0.11294, -0.02259, 0.48337
-1.800, -1.000, 0.200, -0.20329, -0.11294, 0.02259, 0.48337
-1.800, -1.000, 0.600, -0.18245, -0.10136, 0.06082, 0.46625
-1.800, -1.000, 1.000, -0.15006, -0.08337, 0.08337, 0.43685
-1.800, -1.000, 1.400, -0.11660, -0.06478, 0.09069, 0.40161
-1.800, -1.000, 1.800, -0.08799, -0.04888, 0.08799, 0.36564
-1.800, -1.000, 2.200, -0.06579, -0.03655, 0.08041, 0.33186
-1.800, -1.000, 2.600, -0.04934, -0.02741, 0.07127, 0.30151
-1.800, -1.000, 3.000, -0.03736, -0.02076, 0.06227, 0.27482
-1.800, -1.000, 3.400, -0.02866, -0.01592, 0.05414, 0.25158
-1.800, -1.000, 3.800, -0.02229, -0.01239, 0.04707, 0.23137
-1.800, -1.000, 4.200, -0.01759, -0.00977, 0.04104, 0.21378
-1.800, -1.000, 4.600, -0.01406, -0.00781, 0.03593, 0.19842
-1.800, -1.000, 5.000, -0.01138, -0.00632, 0.03162, 0.18493
-1.800, -0.600, -5.000, -0.01177, -0.00392, -0.03269, 0.18699
-1.800, -0.600, -4.600, -0.01461, -0.00487, -0.03734, 0.20097
-1.800, -0.600, -4.200, -0.01839, -0.00613, -0.04291, 0.21698
-1.800, -0.600, -3.800, -0.02349, -0.00783, -0.04959, 0.23544
-1.800, -0.600, -3.400, -0.03049, -0.01016, -0.05760, 0.25683
-1.800, -0.600, -3.000, -0.04025, -0.01342, -0.06708, 0.28172
-1.800, -0.600, -2.600, -0.05398, -0.01799, -0.07797, 0.31068
-1.800, -0.600, -2.200, -0.07341, -0.02447, -0.08972, 0.34421
